Chunk_size,Chunk_Overlap,Time,Story Number,Question Number,EM,Precision,Recall,F1
pairwise,"[1, 2]",698.0356826782227,70,1,0,0,0,0
pairwise,"[1, 2]",698.0732517242432,70,2,0,0,0,0
pairwise,"[1, 2]",716.0800557136536,70,3,0,0,0,0
pairwise,"[1, 2]",716.1106576919556,70,4,0,0,0,0
pairwise,"[1, 2]",716.1435158252716,70,6,0,0,0,0
pairwise,"[1, 2]",716.1766738891602,70,7,0,0,0,0
pairwise,"[1, 2]",734.1889908313751,70,8,0,0,0,0
pairwise,"[1, 2]",734.358562707901,71,0,0,0,0,0
pairwise,"[1, 2]",734.404531955719,71,2,0,0,0,0
pairwise,"[1, 2]",734.4465627670288,71,3,0,0,0,0
pairwise,"[1, 2]",734.4845168590546,71,5,0,0,0,0
pairwise,"[1, 2]",734.7816257476807,72,1,0,0,0,0
pairwise,"[1, 2]",734.8204369544983,72,2,0,0,0,0
pairwise,"[1, 2]",734.8592817783356,72,3,0,0,0,0
pairwise,"[1, 2]",734.8965339660645,72,4,0,0,0,0
pairwise,"[1, 2]",734.934999704361,72,5,0,0,0,0
pairwise,"[1, 2]",734.976637840271,72,6,0,0,0,0
pairwise,"[1, 2]",735.01247382164,72,7,0,0,0,0
pairwise,"[1, 2]",735.0476498603821,72,8,0,0,0,0
pairwise,"[1, 2]",735.3371319770813,73,1,0,0,0,0
pairwise,"[1, 2]",735.3646697998047,73,3,0,0,0,0
pairwise,"[1, 2]",735.4112026691437,73,7,0,0,0,0
pairwise,"[1, 2]",735.4514138698578,73,8,0,0,0,0
pairwise,"[1, 2]",749.2669928073883,74,0,0,0,0,0
pairwise,"[1, 2]",749.2978596687317,74,1,0,0,0,0
pairwise,"[1, 2]",749.3344078063965,74,3,0,0,0,0
pairwise,"[1, 2]",749.3615369796753,74,4,0,0,0,0
pairwise,"[1, 2]",749.4066927433014,74,5,0,0,0,0
pairwise,"[1, 2]",766.6716899871826,74,6,0,0,0,0
pairwise,"[1, 2]",766.7124238014221,74,8,0,0,0,0
pairwise,"[1, 2]",766.9663019180298,75,0,0,0,0,0
pairwise,"[1, 2]",767.0039117336273,75,6,0,0,0,0
pairwise,"[1, 2]",767.0416648387909,75,8,0,0,0,0
pairwise,"[1, 2]",767.1591517925262,76,3,0,0,0,0
pairwise,"[1, 2]",767.199652671814,76,4,0,0,0,0
pairwise,"[1, 2]",767.2355906963348,76,5,0,0,0,0
pairwise,"[1, 2]",767.5461459159851,77,3,0,0,0,0
pairwise,"[1, 2]",767.5889358520508,77,4,0,0,0,0
pairwise,"[1, 2]",767.6328299045563,77,5,0,0,0,0
pairwise,"[1, 2]",767.6741099357605,77,6,0,0,0,0
pairwise,"[1, 2]",767.9257438182831,78,0,0,0,0,0
pairwise,"[1, 2]",783.2281856536865,78,1,0,0.5,0.5,0.5
pairwise,"[1, 2]",783.2601668834686,78,2,0,0,0,0
pairwise,"[1, 2]",783.2964599132538,78,3,0,0,0,0
pairwise,"[1, 2]",783.3263647556305,78,4,0,0,0,0
pairwise,"[1, 2]",783.3694448471069,78,5,0,0,0,0
pairwise,"[1, 2]",783.4028987884521,78,6,0,0,0,0
pairwise,"[1, 2]",783.4380447864532,78,7,0,0,0,0
pairwise,"[1, 2]",783.6063437461853,79,1,0,0,0,0
pairwise,"[1, 2]",783.6479029655457,79,3,0,0,0,0
pairwise,"[1, 2]",783.6852178573608,79,4,0,0,0,0
pairwise,"[1, 2]",783.7242896556854,79,6,0,0,0,0
pairwise,"[1, 2]",783.7666506767273,79,7,0,0,0,0
pairwise,"[1, 2]",783.9085357189178,80,1,0,0,0,0
pairwise,"[1, 2]",783.9523866176605,80,2,0,0,0,0
pairwise,"[1, 2]",783.9924068450928,80,4,0,0,0,0
pairwise,"[1, 2]",784.03102684021,80,5,0,0,0,0
pairwise,"[1, 2]",784.0699117183685,80,7,0,0,0,0
pairwise,"[1, 2]",784.2390856742859,81,1,0,0,0,0
pairwise,"[1, 2]",784.2795248031616,81,2,0,0,0,0
pairwise,"[1, 2]",784.331316947937,81,6,0,0,0,0
pairwise,"[1, 2]",784.3726887702942,81,7,0,0,0,0
pairwise,"[1, 2]",784.4080677032471,81,8,0,0,0,0
pairwise,"[1, 2]",784.573668718338,82,0,0,0,0,0
pairwise,"[1, 2]",784.6271779537201,82,2,0,0,0,0
pairwise,"[1, 2]",784.667418718338,82,3,0,0,0,0
pairwise,"[1, 2]",784.7079668045044,82,4,0,0,0,0
pairwise,"[1, 2]",784.7503807544708,82,5,0,0,0,0
pairwise,"[1, 2]",784.7915949821472,82,6,0,0,0,0
pairwise,"[1, 2]",784.9691898822784,83,0,0,0,0,0
pairwise,"[1, 2]",785.0000748634338,83,1,0,0,0,0
pairwise,"[1, 2]",785.0397448539734,83,4,0,0,0,0
pairwise,"[1, 2]",785.0812478065491,83,6,0,0,0,0
pairwise,"[1, 2]",785.1198298931122,83,8,0,0,0,0
pairwise,"[1, 2]",785.340224981308,84,2,0,0,0,0
pairwise,"[1, 2]",785.3834388256073,84,4,0,0,0,0
pairwise,"[1, 2]",785.4297647476196,84,5,0,0,0,0
pairwise,"[1, 2]",785.4862468242645,84,7,0,0,0,0
pairwise,"[1, 2]",798.8948857784271,84,8,0,0,0,0
pairwise,"[1, 2]",799.1313328742981,85,0,0,0,0,0
pairwise,"[1, 2]",799.1617918014526,85,1,0,0,0,0
pairwise,"[1, 2]",799.2024688720703,85,3,0,0,0,0
pairwise,"[1, 2]",799.2432367801666,85,4,0,0,0,0
pairwise,"[1, 2]",799.2813539505005,85,5,0,0,0,0
pairwise,"[1, 2]",799.3286828994751,85,7,0,0,0,0
pairwise,"[1, 2]",799.37313580513,85,8,0,0,0,0
pairwise,"[1, 2]",799.5001389980316,86,1,0,0,0,0
pairwise,"[1, 2]",799.5463726520538,86,2,0,0,0,0
pairwise,"[1, 2]",799.5821628570557,86,6,0,0,0,0
pairwise,"[1, 2]",799.6186618804932,86,8,0,0,0,0
pairwise,"[1, 2]",799.7602868080139,87,0,0,0,0,0
pairwise,"[1, 2]",799.8020668029785,87,2,0,0,0,0
pairwise,"[1, 2]",799.8434448242188,87,3,0,0,0,0
pairwise,"[1, 2]",799.8813009262085,87,4,0,0,0,0
pairwise,"[1, 2]",799.9193139076233,87,5,0,0,0,0
pairwise,"[1, 2]",799.9566097259521,87,7,0,0,0,0
pairwise,"[1, 2]",799.9995927810669,87,8,0,0,0,0
pairwise,"[1, 2]",800.037095785141,87,11,0,0,0,0
pairwise,"[1, 2]",800.1569836139679,88,0,0,0,0,0
pairwise,"[1, 2]",800.1987016201019,88,1,0,0,0,0
pairwise,"[1, 2]",800.2374310493469,88,3,0,0,0,0
pairwise,"[1, 2]",800.2721078395844,88,5,0,0,0,0
pairwise,"[1, 2]",800.539609670639,89,1,0,0,0,0
pairwise,"[1, 2]",800.5729846954346,89,2,0,0,0,0
pairwise,"[1, 2]",800.6123518943787,89,3,0,0,0,0
pairwise,"[1, 2]",800.6555819511414,89,4,0,0,0,0
pairwise,"[1, 2]",800.6980717182159,89,5,0,0,0,0
pairwise,"[1, 2]",800.7381148338318,89,6,0,0,0,0
pairwise,"[1, 2]",800.7793288230896,89,7,0,0,0,0
pairwise,"[1, 2]",800.8244867324829,89,8,0,0,0,0
pairwise,"[1, 2]",800.9351348876953,90,0,0,0,0,0
pairwise,"[1, 2]",819.3779509067535,90,2,0,0,0,0
pairwise,"[1, 2]",819.4061937332153,90,3,0,0,0,0
pairwise,"[1, 2]",837.4837658405304,90,4,0,1.0,0.5,0.6666666666666666
pairwise,"[1, 2]",837.5136048793793,90,6,0,0,0,0
pairwise,"[1, 2]",837.549633026123,90,7,0,0,0,0
pairwise,"[1, 2]",837.8422787189484,91,3,0,0,0,0
pairwise,"[1, 2]",837.8688869476318,91,6,0,0,0,0
pairwise,"[1, 2]",837.9043817520142,91,7,0,0,0,0
pairwise,"[1, 2]",838.1348106861115,92,5,0,0,0,0
pairwise,"[1, 2]",838.168910741806,92,8,0,0,0,0
pairwise,"[1, 2]",838.2047526836395,92,9,0,0,0,0
pairwise,"[1, 2]",838.2441380023956,92,10,0,0,0,0
pairwise,"[1, 2]",838.2869906425476,92,12,0,0,0,0
pairwise,"[1, 2]",838.415876865387,93,0,0,0,0,0
pairwise,"[1, 2]",838.4437727928162,93,1,0,0,0,0
pairwise,"[1, 2]",838.4790546894073,93,2,0,0,0,0
pairwise,"[1, 2]",838.5289878845215,93,5,0,0,0,0
pairwise,"[1, 2]",838.5669329166412,93,6,0,0,0,0
pairwise,"[1, 2]",838.6001348495483,93,7,0,0,0,0
pairwise,"[1, 2]",838.6372678279877,93,9,0,0,0,0
pairwise,"[1, 2]",838.6758577823639,93,11,0,0,0,0
pairwise,"[1, 2]",838.7155430316925,93,13,0,0,0,0
pairwise,"[1, 2]",838.748254776001,93,14,0,0,0,0
pairwise,"[1, 2]",838.7840428352356,93,15,0,0,0,0
pairwise,"[1, 2]",838.8228709697723,93,17,0,0,0,0
pairwise,"[1, 2]",838.8540077209473,93,18,0,0,0,0
pairwise,"[1, 2]",838.8894200325012,93,20,0,0,0,0
pairwise,"[1, 2]",838.9299046993256,93,22,0,0,0,0
pairwise,"[1, 2]",838.9654829502106,93,24,0,0,0,0
pairwise,"[1, 2]",838.9977579116821,93,27,0,0,0,0
pairwise,"[1, 2]",857.1150419712067,93,28,0,0,0,0
pairwise,"[1, 2]",857.2462167739868,94,1,0,0,0,0
pairwise,"[1, 2]",857.2849457263947,94,2,0,0,0,0
pairwise,"[1, 2]",857.3207066059113,94,3,0,0,0,0
pairwise,"[1, 2]",873.6517298221588,94,6,0,0,0,0
pairwise,"[1, 2]",873.6814379692078,94,7,0,0,0,0
pairwise,"[1, 2]",873.7179498672485,94,8,0,0,0,0
pairwise,"[1, 2]",873.8561499118805,95,0,0,0,0,0
pairwise,"[1, 2]",873.8936069011688,95,1,0,0,0,0
pairwise,"[1, 2]",873.9330019950867,95,3,0,0,0,0
pairwise,"[1, 2]",873.9673638343811,95,5,0,0,0,0
pairwise,"[1, 2]",874.0056447982788,95,6,0,0,0,0
pairwise,"[1, 2]",874.0420668125153,95,7,0,0,0,0
pairwise,"[1, 2]",874.0751979351044,95,9,0,0,0,0
pairwise,"[1, 2]",874.2131848335266,96,0,0,0,0,0
pairwise,"[1, 2]",874.2527327537537,96,1,0,0,0,0
pairwise,"[1, 2]",874.2890257835388,96,2,0,0,0,0
pairwise,"[1, 2]",874.3249080181122,96,3,0,0,0,0
pairwise,"[1, 2]",874.3607239723206,96,4,0,0,0,0
pairwise,"[1, 2]",874.4116427898407,96,6,0,0,0,0
pairwise,"[1, 2]",874.5237238407135,97,0,0,0,0,0
pairwise,"[1, 2]",874.5640037059784,97,1,0,0,0,0
pairwise,"[1, 2]",874.6006808280945,97,2,0,0,0,0
pairwise,"[1, 2]",874.6364216804504,97,3,0,0,0,0
pairwise,"[1, 2]",874.6680009365082,97,4,0,0,0,0
pairwise,"[1, 2]",874.7041206359863,97,5,0,0,0,0
pairwise,"[1, 2]",874.7392208576202,97,6,0,0,0,0
pairwise,"[1, 2]",889.3326578140259,97,7,1,1.0,1.0,1.0
pairwise,"[1, 2]",907.3979358673096,97,9,1,1.0,1.0,1.0
pairwise,"[1, 2]",922.0001509189606,97,10,1,1.0,1.0,1.0
pairwise,"[1, 2]",922.0411357879639,97,12,0,0,0,0
pairwise,"[1, 2]",922.0779409408569,97,13,0,0,0,0
pairwise,"[1, 2]",938.2975857257843,97,14,0,0,0,0
pairwise,"[1, 2]",938.3298597335815,97,15,0,0,0,0
pairwise,"[1, 2]",952.9515006542206,97,16,0,1.0,0.16666666666666666,0.2857142857142857
pairwise,"[1, 2]",952.9807217121124,97,17,0,0,0,0
pairwise,"[1, 2]",953.0161168575287,97,18,0,0,0,0
pairwise,"[1, 2]",953.0428488254547,97,20,0,0,0,0
pairwise,"[1, 2]",953.0790317058563,97,21,0,0,0,0
pairwise,"[1, 2]",967.7054419517517,97,22,0,1.0,0.6666666666666666,0.8
pairwise,"[1, 2]",967.7346999645233,97,23,0,0,0,0
pairwise,"[1, 2]",982.4114139080048,97,24,1,1.0,1.0,1.0
pairwise,"[1, 2]",982.4421796798706,97,25,0,0,0,0
pairwise,"[1, 2]",982.5337407588959,98,0,0,0,0,0
pairwise,"[1, 2]",982.5638477802277,98,1,0,0,0,0
pairwise,"[1, 2]",982.6033458709717,98,2,0,0,0,0
pairwise,"[1, 2]",982.6443219184875,98,3,0,0,0,0
pairwise,"[1, 2]",982.6975359916687,98,6,0,0,0,0
pairwise,"[1, 2]",997.7782757282257,98,8,0,0.5,1.0,0.6666666666666666
pairwise,"[1, 2]",998.0740747451782,99,1,0,0,0,0
pairwise,"[1, 2]",998.1142227649689,99,3,0,0,0,0
pairwise,"[1, 2]",998.1686069965363,99,7,0,0,0,0
pairwise,"[1, 2]",998.2108588218689,99,8,0,0,0,0
pairwise,"[1, 2]",998.2519717216492,99,9,0,0,0,0
pairwise,"[1, 2]",998.2966978549957,99,10,0,0,0,0
pairwise,"[1, 2]",1014.7255108356476,0,0,1,1.0,1.0,1.0
pairwise,"[1, 2]",1014.7551918029785,0,1,0,0,0,0
pairwise,"[1, 2]",1014.7950978279114,0,2,0,0,0,0
pairwise,"[1, 2]",1014.8406987190247,0,3,0,0,0,0
pairwise,"[1, 2]",1032.3245277404785,0,5,0,0,0,0
pairwise,"[1, 2]",1032.3538789749146,0,6,0,0,0,0
pairwise,"[1, 2]",1032.3905367851257,0,7,0,0,0,0
pairwise,"[1, 2]",1032.41610789299,0,8,0,0,0,0
pairwise,"[1, 2]",1032.5721018314362,1,0,0,0,0,0
pairwise,"[1, 2]",1032.6134798526764,1,1,0,0,0,0
pairwise,"[1, 2]",1032.6514067649841,1,2,0,0,0,0
pairwise,"[1, 2]",1032.6944329738617,1,3,0,0,0,0
pairwise,"[1, 2]",1032.7350668907166,1,4,0,0,0,0
pairwise,"[1, 2]",1032.771244764328,1,5,0,0,0,0
pairwise,"[1, 2]",1032.8159956932068,1,7,0,0,0,0
pairwise,"[1, 2]",1033.0380578041077,2,0,0,0,0,0
pairwise,"[1, 2]",1033.0785720348358,2,2,0,0,0,0
pairwise,"[1, 2]",1033.118255853653,2,5,0,0,0,0
pairwise,"[1, 2]",1033.1724388599396,2,7,0,0,0,0
pairwise,"[1, 2]",1033.2136807441711,2,8,0,0,0,0
pairwise,"[1, 2]",1033.3559019565582,3,0,0,0,0,0
pairwise,"[1, 2]",1033.3959159851074,3,1,0,0,0,0
pairwise,"[1, 2]",1033.4228818416595,3,2,0,0,0,0
pairwise,"[1, 2]",1033.4586057662964,3,3,0,0,0,0
pairwise,"[1, 2]",1033.500168800354,3,4,0,0,0,0
pairwise,"[1, 2]",1033.5399799346924,3,6,0,0,0,0
pairwise,"[1, 2]",1033.5767149925232,3,7,0,0,0,0
pairwise,"[1, 2]",1033.7123849391937,4,0,0,0,0,0
pairwise,"[1, 2]",1033.7547438144684,4,2,0,0,0,0
pairwise,"[1, 2]",1033.791039943695,4,3,0,0,0,0
pairwise,"[1, 2]",1052.3568487167358,4,5,0,0,0,0
pairwise,"[1, 2]",1052.3873736858368,4,6,0,0,0,0
pairwise,"[1, 2]",1052.4214646816254,4,7,0,0,0,0
pairwise,"[1, 2]",1052.667401790619,5,0,0,0,0,0
pairwise,"[1, 2]",1052.7014689445496,5,1,0,0,0,0
pairwise,"[1, 2]",1052.746723651886,5,2,0,0,0,0
pairwise,"[1, 2]",1052.801701784134,5,4,0,0,0,0
pairwise,"[1, 2]",1052.8525817394257,5,7,0,0,0,0
pairwise,"[1, 2]",1052.8964428901672,5,8,0,0,0,0
pairwise,"[1, 2]",1053.1581649780273,6,0,0,0,0,0
pairwise,"[1, 2]",1070.8797030448914,6,1,0,0,0,0
pairwise,"[1, 2]",1070.9099369049072,6,4,0,0,0,0
pairwise,"[1, 2]",1070.9518218040466,6,5,0,0,0,0
pairwise,"[1, 2]",1070.9969489574432,6,6,0,0,0,0
pairwise,"[1, 2]",1071.0421388149261,6,7,0,0,0,0
pairwise,"[1, 2]",1085.0358757972717,7,4,1,1.0,1.0,1.0
pairwise,"[1, 2]",1085.066249847412,7,7,0,0,0,0
pairwise,"[1, 2]",1085.101232767105,7,10,0,0,0,0
pairwise,"[1, 2]",1085.1385617256165,7,11,0,0,0,0
pairwise,"[1, 2]",1085.2971959114075,8,2,0,0,0,0
pairwise,"[1, 2]",1085.3259749412537,8,4,0,0,0,0
pairwise,"[1, 2]",1103.1335580348969,8,5,0,0,0,0
pairwise,"[1, 2]",1103.1669239997864,8,6,0,0,0,0
pairwise,"[1, 2]",1103.2015838623047,8,7,0,0,0,0
pairwise,"[1, 2]",1103.2307257652283,8,8,0,0,0,0
pairwise,"[1, 2]",1103.2731866836548,8,9,0,0,0,0
pairwise,"[1, 2]",1103.3159868717194,8,10,0,0,0,0
pairwise,"[1, 2]",1103.494952917099,9,0,0,0,0,0
pairwise,"[1, 2]",1103.5334458351135,9,1,0,0,0,0
pairwise,"[1, 2]",1103.5683419704437,9,2,0,0,0,0
pairwise,"[1, 2]",1103.606363773346,9,3,0,0,0,0
pairwise,"[1, 2]",1103.6470668315887,9,4,0,0,0,0
pairwise,"[1, 2]",1103.6879448890686,9,5,0,0,0,0
pairwise,"[1, 2]",1103.7283687591553,9,6,0,0,0,0
pairwise,"[1, 2]",1103.7705557346344,9,7,0,0,0,0
pairwise,"[1, 2]",1103.8094646930695,9,8,0,0,0,0
pairwise,"[1, 2]",1103.979710817337,10,0,0,0,0,0
pairwise,"[1, 2]",1104.009958744049,10,1,0,0,0,0
pairwise,"[1, 2]",1104.0511758327484,10,2,0,0,0,0
pairwise,"[1, 2]",1104.0870428085327,10,4,0,0,0,0
pairwise,"[1, 2]",1104.1291377544403,10,5,0,0,0,0
pairwise,"[1, 2]",1104.1686718463898,10,6,0,0,0,0
pairwise,"[1, 2]",1104.2042527198792,10,8,0,0,0,0
pairwise,"[1, 2]",1104.4005887508392,11,1,0,0,0,0
pairwise,"[1, 2]",1104.4427347183228,11,2,0,0,0,0
pairwise,"[1, 2]",1104.483618736267,11,3,0,0,0,0
pairwise,"[1, 2]",1104.5231218338013,11,4,0,0,0,0
pairwise,"[1, 2]",1104.5573208332062,11,5,0,0,0,0
pairwise,"[1, 2]",1104.5940449237823,11,6,0,0,0,0
pairwise,"[1, 2]",1104.755420923233,12,0,0,0,0,0
pairwise,"[1, 2]",1104.7951707839966,12,1,0,0,0,0
pairwise,"[1, 2]",1104.8306558132172,12,2,0,0,0,0
pairwise,"[1, 2]",1104.8682417869568,12,3,0,0,0,0
pairwise,"[1, 2]",1104.9108788967133,12,4,0,0,0,0
pairwise,"[1, 2]",1104.95059299469,12,5,0,0,0,0
pairwise,"[1, 2]",1104.9903197288513,12,6,0,0,0,0
pairwise,"[1, 2]",1105.0286309719086,12,7,0,0,0,0
pairwise,"[1, 2]",1105.318562746048,13,2,0,0,0,0
pairwise,"[1, 2]",1105.3486149311066,13,3,0,0,0,0
pairwise,"[1, 2]",1105.3907148838043,13,4,0,0,0,0
pairwise,"[1, 2]",1105.434826850891,13,6,0,0,0,0
pairwise,"[1, 2]",1105.4746208190918,13,7,0,0,0,0
pairwise,"[1, 2]",1105.516096830368,13,8,0,0,0,0
pairwise,"[1, 2]",1105.7928218841553,14,0,0,0,0,0
pairwise,"[1, 2]",1105.8368430137634,14,1,0,0,0,0
pairwise,"[1, 2]",1105.8800718784332,14,2,0,0,0,0
pairwise,"[1, 2]",1105.9112057685852,14,3,0,0,0,0
pairwise,"[1, 2]",1105.9504399299622,14,4,0,0,0,0
pairwise,"[1, 2]",1105.991771697998,14,5,0,0,0,0
pairwise,"[1, 2]",1106.0336718559265,14,7,0,0,0,0
pairwise,"[1, 2]",1106.2956037521362,15,0,0,0,0,0
pairwise,"[1, 2]",1106.3372647762299,15,3,0,0,0,0
pairwise,"[1, 2]",1106.3817427158356,15,4,0,0,0,0
pairwise,"[1, 2]",1106.4220297336578,15,5,0,0,0,0
pairwise,"[1, 2]",1106.55104470253,16,1,0,0,0,0
pairwise,"[1, 2]",1106.5902767181396,16,2,0,0,0,0
pairwise,"[1, 2]",1106.623655796051,16,3,0,0,0,0
pairwise,"[1, 2]",1106.6603209972382,16,4,0,0,0,0
pairwise,"[1, 2]",1107.0217638015747,17,0,0,0,0,0
pairwise,"[1, 2]",1107.0664277076721,17,1,0,0,0,0
pairwise,"[1, 2]",1107.1121656894684,17,2,0,0,0,0
pairwise,"[1, 2]",1107.1536438465118,17,4,0,0,0,0
pairwise,"[1, 2]",1107.1982808113098,17,5,0,0,0,0
pairwise,"[1, 2]",1107.2411017417908,17,7,0,0,0,0
pairwise,"[1, 2]",1107.283884048462,17,8,0,0,0,0
pairwise,"[1, 2]",1107.379422903061,18,0,0,0,0,0
pairwise,"[1, 2]",1107.418231010437,18,5,0,0,0,0
pairwise,"[1, 2]",1107.452241897583,18,6,0,0,0,0
pairwise,"[1, 2]",1107.4911370277405,18,7,0,0,0,0
pairwise,"[1, 2]",1119.820910692215,18,8,0,0.4166666666666667,1.0,0.5882352941176471
pairwise,"[1, 2]",1119.9406418800354,19,4,0,0,0,0
pairwise,"[1, 2]",1119.9796328544617,19,5,0,0,0,0
pairwise,"[1, 2]",1120.0131738185883,19,6,0,0,0,0
pairwise,"[1, 2]",1120.0495557785034,19,7,0,0,0,0
pairwise,"[1, 2]",1120.0846016407013,19,8,0,0,0,0
pairwise,"[1, 2]",1120.1792860031128,20,0,0,0,0,0
pairwise,"[1, 2]",1137.022288799286,20,1,1,1.0,1.0,1.0
pairwise,"[1, 2]",1153.808350801468,20,2,0,0.14285714285714285,1.0,0.25
pairwise,"[1, 2]",1169.0079989433289,20,4,1,1.0,1.0,1.0
pairwise,"[1, 2]",1187.1869559288025,20,7,0,1.0,0.47058823529411764,0.6399999999999999
pairwise,"[1, 2]",1187.3347098827362,21,0,0,0,0,0
pairwise,"[1, 2]",1205.9938638210297,21,1,0,0,0,0
pairwise,"[1, 2]",1206.0589578151703,21,2,0,0,0,0
pairwise,"[1, 2]",1206.1101968288422,21,3,0,0,0,0
pairwise,"[1, 2]",1224.2594728469849,21,4,0,0,0,0
pairwise,"[1, 2]",1224.3489599227905,21,5,0,0,0,0
pairwise,"[1, 2]",1224.3927936553955,21,8,0,0,0,0
pairwise,"[1, 2]",1224.5388736724854,22,4,0,0,0,0
pairwise,"[1, 2]",1241.2012779712677,22,6,0,0,0,0
pairwise,"[1, 2]",1241.2420327663422,22,8,0,0,0,0
pairwise,"[1, 2]",1241.402177810669,23,1,0,0,0,0
pairwise,"[1, 2]",1241.4308009147644,23,2,0,0,0,0
pairwise,"[1, 2]",1241.4835498332977,23,4,0,0,0,0
pairwise,"[1, 2]",1241.5248997211456,23,6,0,0,0,0
pairwise,"[1, 2]",1241.563148021698,23,7,0,0,0,0
pairwise,"[1, 2]",1241.6022908687592,23,8,0,0,0,0
pairwise,"[1, 2]",1241.8140048980713,24,1,0,0,0,0
pairwise,"[1, 2]",1241.8529047966003,24,3,0,0,0,0
pairwise,"[1, 2]",1241.8866686820984,24,5,0,0,0,0
pairwise,"[1, 2]",1241.9249758720398,24,6,0,0,0,0
pairwise,"[1, 2]",1241.9659848213196,24,7,0,0,0,0
pairwise,"[1, 2]",1242.0048339366913,24,9,0,0,0,0
pairwise,"[1, 2]",1242.0469868183136,24,10,0,0,0,0
pairwise,"[1, 2]",1242.362138748169,25,1,0,0,0,0
pairwise,"[1, 2]",1242.394083738327,25,2,0,0,0,0
pairwise,"[1, 2]",1242.438730955124,25,3,0,0,0,0
pairwise,"[1, 2]",1242.4926698207855,25,5,0,0,0,0
pairwise,"[1, 2]",1242.5358839035034,25,6,0,0,0,0
pairwise,"[1, 2]",1242.5802826881409,25,7,0,0,0,0
pairwise,"[1, 2]",1242.6243619918823,25,8,0,0,0,0
pairwise,"[1, 2]",1242.7871568202972,26,1,0,0,0,0
pairwise,"[1, 2]",1242.8127479553223,26,2,0,0,0,0
pairwise,"[1, 2]",1242.8488087654114,26,3,0,0,0,0
pairwise,"[1, 2]",1242.8880507946014,26,4,0,0,0,0
pairwise,"[1, 2]",1242.9257547855377,26,5,0,0,0,0
pairwise,"[1, 2]",1242.9734637737274,26,7,0,0,0,0
pairwise,"[1, 2]",1243.0110569000244,26,8,0,0,0,0
pairwise,"[1, 2]",1243.3193757534027,27,6,0,0,0,0
pairwise,"[1, 2]",1243.5840578079224,28,0,0,0,0,0
pairwise,"[1, 2]",1243.6219499111176,28,2,0,0,0,0
pairwise,"[1, 2]",1243.6651298999786,28,3,0,0,0,0
pairwise,"[1, 2]",1243.7044627666473,28,4,0,0,0,0
pairwise,"[1, 2]",1243.745581626892,28,5,0,0,0,0
pairwise,"[1, 2]",1243.7843217849731,28,7,0,0,0,0
pairwise,"[1, 2]",1243.8254199028015,28,8,0,0,0,0
pairwise,"[1, 2]",1243.8639867305756,28,9,0,0,0,0
pairwise,"[1, 2]",1243.9085519313812,28,11,0,0,0,0
pairwise,"[1, 2]",1243.9518399238586,28,12,0,0,0,0
pairwise,"[1, 2]",1243.9922099113464,28,15,0,0,0,0
pairwise,"[1, 2]",1244.0316848754883,28,17,0,0,0,0
pairwise,"[1, 2]",1244.0806620121002,28,19,0,0,0,0
pairwise,"[1, 2]",1244.122618675232,28,20,0,0,0,0
pairwise,"[1, 2]",1244.1760046482086,28,24,0,0,0,0
pairwise,"[1, 2]",1244.219905614853,28,25,0,0,0,0
pairwise,"[1, 2]",1244.3735947608948,29,0,0,0,0,0
pairwise,"[1, 2]",1244.4152829647064,29,1,0,0,0,0
pairwise,"[1, 2]",1244.496286869049,29,7,0,0,0,0
pairwise,"[1, 2]",1244.6535606384277,30,1,0,0,0,0
pairwise,"[1, 2]",1244.7043750286102,30,4,0,0,0,0
pairwise,"[1, 2]",1244.745921611786,30,6,0,0,0,0
pairwise,"[1, 2]",1244.7848539352417,30,7,0,0,0,0
pairwise,"[1, 2]",1244.9705889225006,31,3,0,0,0,0
pairwise,"[1, 2]",1245.0134637355804,31,7,0,0,0,0
pairwise,"[1, 2]",1245.0680849552155,31,9,0,0,0,0
pairwise,"[1, 2]",1245.3310747146606,32,0,0,0,0,0
pairwise,"[1, 2]",1245.3617098331451,32,1,0,0,0,0
pairwise,"[1, 2]",1245.4010679721832,32,3,0,0,0,0
pairwise,"[1, 2]",1245.4412107467651,32,5,0,0,0,0
pairwise,"[1, 2]",1245.4793558120728,32,6,0,0,0,0
pairwise,"[1, 2]",1245.521410703659,32,7,0,0,0,0
pairwise,"[1, 2]",1245.563836812973,32,9,0,0,0,0
pairwise,"[1, 2]",1245.607804775238,32,11,0,0,0,0
pairwise,"[1, 2]",1245.898367881775,33,0,0,0,0,0
pairwise,"[1, 2]",1245.9543328285217,33,2,0,0,0,0
pairwise,"[1, 2]",1245.9985678195953,33,3,0,0,0,0
pairwise,"[1, 2]",1246.041524887085,33,4,0,0,0,0
pairwise,"[1, 2]",1246.0837738513947,33,5,0,0,0,0
pairwise,"[1, 2]",1246.1259157657623,33,7,0,0,0,0
pairwise,"[1, 2]",1263.8530197143555,34,0,0,0,0,0
pairwise,"[1, 2]",1280.1586999893188,34,2,0,0,0,0
pairwise,"[1, 2]",1296.953600883484,34,7,0,0.5,0.4,0.4444444444444445
pairwise,"[1, 2]",1297.2370748519897,35,0,0,0,0,0
pairwise,"[1, 2]",1297.2706038951874,35,1,0,0,0,0
pairwise,"[1, 2]",1297.3125939369202,35,2,0,0,0,0
pairwise,"[1, 2]",1297.3572726249695,35,3,0,0,0,0
pairwise,"[1, 2]",1297.3986728191376,35,5,0,0,0,0
pairwise,"[1, 2]",1297.443247795105,35,6,0,0,0,0
