200	0	1	1	0.0000	0.00
200	0	1	2	0.2500	0.00
200	0	1	3	0.0000	0.00
200	0	1	4	0.7500	0.00
200	0	1	5	0.3750	0.00
200	0	1	6	0.2667	0.00
200	0	1	7	0.3750	0.00
200	0	1	8	0.0000	0.00
200	0	1	9	0.0625	0.00
200	0	2	1	0.1538	0.00
200	0	2	2	0.1000	0.00
200	0	2	3	0.0952	0.00
200	0	2	4	0.0000	0.00
200	0	2	5	0.0000	0.00
200	0	2	6	0.0000	0.00
200	0	2	7	0.0000	0.00
200	0	2	8	0.1481	0.00
200	0	2	9	0.0000	0.00
200	0	3	1	0.0000	0.00
200	0	3	2	0.0000	0.00
200	0	3	3	0.0000	0.00
200	0	3	4	0.0000	0.00
200	0	3	5	0.0000	0.00
200	0	3	6	0.1818	0.00
200	0	3	7	0.0000	0.00
200	0	3	8	0.8000	0.00
200	0	3	9	0.0000	0.00
200	0	4	1	0.0000	0.00
200	0	4	2	0.0000	0.00
200	0	4	3	0.4000	0.00
200	0	4	4	0.5000	0.00
200	0	4	5	0.0000	0.00
200	0	4	6	0.2051	0.00
200	0	4	7	0.0000	0.00
200	0	4	8	0.1111	0.00
200	0	5	1	0.8780	0.00
200	0	5	2	0.0000	0.00
200	0	5	3	0.0000	0.00
200	0	5	4	0.1053	0.00
200	0	5	5	0.0000	0.00
200	0	5	6	0.0833	0.00
200	0	5	7	0.0000	0.00
200	0	5	8	0.1818	0.00
200	0	5	9	0.0000	0.00
200	0	6	1	0.8571	0.00
200	0	6	2	0.0000	0.00
200	0	6	3	0.0000	0.00
200	0	6	4	0.0000	0.00
200	0	6	5	0.1091	0.00
200	0	6	6	0.0000	0.00
200	0	6	7	0.0000	0.00
200	0	6	8	0.2500	0.00
200	0	6	9	0.0000	0.00
200	0	7	1	0.0952	0.00
200	0	7	2	0.0000	0.00
200	0	7	3	0.0000	0.00
200	0	7	4	0.2963	0.00
200	0	7	5	0.0625	0.00
200	0	7	6	0.0000	0.00
200	0	7	7	0.0000	0.00
200	0	7	8	0.0000	0.00
200	0	7	9	0.0000	0.00
200	0	8	1	0.0000	0.00
200	0	8	2	0.0000	0.00
200	0	8	3	0.2609	0.00
200	0	8	4	0.1481	0.00
200	0	8	5	0.0000	0.00
200	0	8	6	0.0000	0.00
200	0	8	7	0.0000	0.00
200	0	8	8	0.0000	0.00
200	0	8	9	0.5000	0.00
200	0	8	10	0.0000	0.00
200	0	8	11	0.2000	0.00
200	0	8	12	0.1538	0.00
200	0	9	1	0.3810	0.00
200	0	9	2	0.1905	0.00
200	0	9	3	0.2222	0.00
200	0	9	4	0.2564	0.00
200	0	9	5	0.0571	0.00
200	0	9	6	0.0000	0.00
200	0	9	7	0.0000	0.00
200	0	9	8	0.2609	0.00
200	0	9	9	0.0000	0.00
200	0	9	10	0.0000	0.00
200	0	9	11	0.2353	0.00
200	0	9	12	0.0000	0.00
200	0	10	1	0.5556	0.00
200	0	10	2	0.0000	0.00
200	0	10	3	0.0364	0.00
200	0	10	4	0.2667	0.00
200	0	10	5	0.2222	0.00
200	0	10	6	0.1212	0.00
200	0	10	7	0.0000	0.00
200	0	10	8	0.0952	0.00
200	0	10	9	0.1818	0.00
200	0	11	1	0.1429	0.00
200	0	11	2	0.1429	0.00
200	0	11	3	0.2222	0.00
200	0	11	4	0.0000	0.00
200	0	11	5	0.0000	0.00
200	0	11	6	0.0816	0.00
200	0	11	7	0.0000	0.00
200	0	11	8	0.0000	0.00
200	0	11	9	0.0000	0.00
200	0	12	1	0.0000	0.00
200	0	12	2	0.0000	0.00
200	0	12	3	0.0000	0.00
200	0	12	4	0.3077	0.00
200	0	12	5	0.5714	0.00
200	0	12	6	0.1538	0.00
200	0	12	7	0.0000	0.00
200	0	13	1	0.2000	0.00
200	0	13	2	0.0000	0.00
200	0	13	3	0.0000	0.00
200	0	13	4	0.1176	0.00
200	0	13	5	0.0000	0.00
200	0	13	6	0.0000	0.00
200	0	13	7	0.4286	0.00
200	0	13	8	0.0000	0.00
200	0	13	9	0.0000	0.00
200	0	14	1	0.0000	0.00
200	0	14	2	0.2222	0.00
200	0	14	3	0.0000	0.00
200	0	14	4	0.0000	0.00
200	0	14	5	0.0000	0.00
200	0	14	6	0.0000	0.00
200	0	14	7	0.0000	0.00
200	0	14	8	0.0000	0.00
200	0	14	9	0.0952	0.00
200	0	15	1	0.0000	0.00
200	0	15	2	0.0000	0.00
200	0	15	3	0.3636	0.00
200	0	15	4	0.0000	0.00
200	0	15	5	0.4444	0.00
200	0	15	6	0.0000	0.00
200	0	15	7	0.0000	0.00
200	0	15	8	0.0800	0.00
200	0	15	9	0.0000	0.00
200	0	16	1	0.1587	0.00
200	0	16	2	0.0800	0.00
200	0	16	3	0.0000	0.00
200	0	16	4	0.0000	0.00
200	0	16	5	0.0645	0.00
200	0	16	6	0.0784	0.00
200	0	16	7	0.0000	0.00
200	0	17	1	0.0000	0.00
200	0	17	2	0.0000	0.00
200	0	17	3	0.5455	0.00
200	0	17	4	0.0000	0.00
200	0	17	5	0.0000	0.00
200	0	17	6	0.0000	0.00
200	0	17	7	0.0000	0.00
200	0	17	8	0.0667	0.00
200	0	17	9	0.0000	0.00
200	0	18	1	0.5000	0.00
200	0	18	2	0.0964	0.00
200	0	18	3	0.0000	0.00
200	0	18	4	0.0000	0.00
200	0	18	5	0.4286	0.00
200	0	18	6	0.0000	0.00
200	0	18	7	0.0000	0.00
200	0	18	8	0.0000	0.00
200	0	18	9	0.2041	0.00
200	0	19	1	0.0800	0.00
200	0	19	2	0.0000	0.00
200	0	19	3	0.0000	0.00
200	0	19	4	0.0000	0.00
200	0	19	5	0.0952	0.00
200	0	19	6	0.6522	0.00
200	0	19	7	0.0000	0.00
200	0	19	8	0.2174	0.00
200	0	19	9	0.1818	0.00
200	0	20	1	0.0000	0.00
200	0	20	2	0.0000	0.00
200	0	20	3	0.0667	0.00
200	0	20	4	0.0000	0.00
200	0	20	5	0.6250	0.00
200	0	20	6	0.1739	0.00
200	0	20	7	0.0000	0.00
200	0	20	8	0.1200	0.00
200	0	20	9	0.0000	0.00
200	0	21	1	0.6275	0.00
200	0	21	2	0.6364	0.00
200	0	21	3	0.1538	0.00
200	0	21	4	0.0000	0.00
200	0	21	5	0.1250	0.00
200	0	21	6	0.0000	0.00
200	0	21	7	0.0000	0.00
200	0	21	8	0.9123	0.00
200	0	22	1	0.4615	0.00
200	0	22	2	0.0000	0.00
200	0	22	3	0.0000	0.00
200	0	22	4	0.0000	0.00
200	0	22	5	0.0000	0.00
200	0	22	6	0.0000	0.00
200	0	22	7	0.0000	0.00
200	0	22	8	0.0000	0.00
200	0	22	9	0.0000	0.00
200	0	23	1	0.0000	0.00
200	0	23	2	0.0000	0.00
200	0	23	3	0.0392	0.00
200	0	23	4	0.0000	0.00
200	0	23	5	0.0000	0.00
200	0	23	6	0.0000	0.00
200	0	23	7	0.0455	0.00
200	0	23	8	0.0000	0.00
200	0	23	9	0.0000	0.00
200	0	24	1	0.0000	0.00
200	0	24	2	0.0000	0.00
200	0	24	3	0.5714	0.00
200	0	24	4	0.0000	0.00
200	0	24	5	0.1818	0.00
200	0	24	6	0.2222	0.00
200	0	24	7	0.4000	0.00
200	0	24	8	0.0500	0.00
200	0	24	9	0.1818	0.00
200	0	25	1	0.0000	0.00
200	0	25	2	0.2000	0.00
200	0	25	3	0.1000	0.00
200	0	25	4	0.7273	0.00
200	0	25	5	0.0571	0.00
200	0	25	6	0.1053	0.00
200	0	25	7	0.0000	0.00
200	0	25	8	0.0000	0.00
200	0	25	9	0.1429	0.00
200	0	25	10	0.2857	0.00
200	0	25	11	0.2667	0.00
200	0	26	1	0.5000	0.00
200	0	26	2	0.0000	0.00
200	0	26	3	0.0000	0.00
200	0	26	4	0.0000	0.00
200	0	26	5	0.0000	0.00
200	0	26	6	0.0000	0.00
200	0	26	7	0.0000	0.00
200	0	26	8	0.0000	0.00
200	0	26	9	0.2500	0.00
200	0	27	1	0.1667	0.00
200	0	27	2	0.6667	0.00
200	0	27	3	0.1818	0.00
200	0	27	4	0.1818	0.00
200	0	27	5	0.0000	0.00
200	0	27	6	0.3333	0.00
200	0	27	7	0.0000	0.00
200	0	27	8	0.0000	0.00
200	0	27	9	0.1081	0.00
200	0	28	1	0.0000	0.00
200	0	28	2	0.0000	0.00
200	0	28	3	0.0000	0.00
200	0	28	4	0.0000	0.00
200	0	28	5	0.0000	0.00
200	0	28	6	0.0000	0.00
200	0	28	7	0.5000	0.00
200	0	28	8	0.0000	0.00
200	0	28	9	0.0000	0.00
200	0	29	1	0.0000	0.00
200	0	29	2	0.1290	0.00
200	0	29	3	0.0000	0.00
200	0	29	4	0.0588	0.00
200	0	29	5	0.0000	0.00
200	0	29	6	0.1744	0.00
200	0	29	7	0.0000	0.00
200	0	29	8	0.4286	0.00
200	0	29	9	0.0000	0.00
200	0	29	10	0.3158	0.00
200	0	29	11	0.0000	0.00
200	0	29	12	0.0000	0.00
200	0	29	13	0.0000	0.00
200	0	29	14	0.0000	0.00
200	0	29	15	0.0000	0.00
200	0	29	16	0.0000	0.00
200	0	29	17	0.0000	0.00
200	0	29	18	0.0571	0.00
200	0	29	19	0.0000	0.00
200	0	29	20	0.0000	0.00
200	0	29	21	0.0000	0.00
200	0	29	22	0.0000	0.00
200	0	29	23	0.0000	0.00
200	0	29	24	0.0000	0.00
200	0	29	25	0.1333	0.00
200	0	29	26	0.0000	0.00
200	0	29	27	0.0952	0.00
200	0	30	1	0.0000	0.00
200	0	30	2	0.1967	0.00
200	0	30	3	0.0000	0.00
200	0	30	4	0.0000	0.00
200	0	30	5	0.3333	0.00
200	0	30	6	0.0000	0.00
200	0	30	7	0.0000	0.00
200	0	30	8	0.0270	0.00
200	0	30	9	0.0000	0.00
200	0	31	1	0.0000	0.00
200	0	31	2	0.0625	0.00
200	0	31	3	0.0000	0.00
200	0	31	4	0.0000	0.00
200	0	31	5	0.0000	0.00
200	0	31	6	0.0000	0.00
200	0	31	7	0.0000	0.00
200	0	31	8	0.0889	0.00
200	0	31	9	0.0000	0.00
200	0	32	1	0.0741	0.00
200	0	32	2	0.2500	0.00
200	0	32	3	0.0816	0.00
200	0	32	4	0.0000	0.00
200	0	32	5	0.0870	0.00
200	0	32	6	0.0000	0.00
200	0	32	7	0.0000	0.00
200	0	32	8	0.1538	0.00
200	0	32	9	0.0000	0.00
200	0	32	10	0.1111	0.00
200	0	32	11	0.0000	0.00
200	0	33	1	0.1250	0.00
200	0	33	2	0.0000	0.00
200	0	33	3	0.0000	0.00
200	0	33	4	0.0000	0.00
200	0	33	5	0.0000	0.00
200	0	33	6	0.5000	0.00
200	0	33	7	0.0667	0.00
200	0	33	8	0.0000	0.00
200	0	33	9	0.0000	0.00
200	0	33	10	0.4444	0.00
200	0	33	11	0.0000	0.00
200	0	33	12	0.0000	0.00
200	0	34	1	0.5333	0.00
200	0	34	2	0.0000	0.00
200	0	34	3	0.1429	0.00
200	0	34	4	0.0000	0.00
200	0	34	5	0.5714	0.00
200	0	34	6	0.0000	0.00
200	0	34	7	0.1429	0.00
200	0	34	8	0.3636	0.00
200	0	35	1	0.0741	0.00
200	0	35	2	0.0000	0.00
200	0	35	3	0.0000	0.00
200	0	35	4	0.0000	0.00
200	0	35	5	0.0000	0.00
200	0	35	6	0.0000	0.00
200	0	35	7	0.0000	0.00
200	0	35	8	0.6000	0.00
200	0	35	9	0.0000	0.00
200	0	36	1	0.0645	0.00
200	0	36	2	0.0833	0.00
200	0	36	3	0.3000	0.00
200	0	36	4	0.0800	0.00
200	0	36	5	0.0000	0.00
200	0	36	6	0.1091	0.00
200	0	36	7	0.1818	0.00
200	0	36	8	0.3636	0.00
200	0	36	9	0.1818	0.00
200	0	37	1	0.0000	0.00
200	0	37	2	0.0000	0.00
200	0	37	3	0.0000	0.00
200	0	37	4	0.0588	0.00
200	0	37	5	0.0000	0.00
200	0	37	6	0.1053	0.00
200	0	37	7	0.0000	0.00
200	0	37	8	0.0000	0.00
200	0	37	9	0.0500	0.00
200	0	37	10	0.0000	0.00
200	0	37	11	0.1739	0.00
200	0	37	12	0.2400	0.00
200	0	37	13	0.0312	0.00
200	0	37	14	0.0000	0.00
200	0	37	15	0.0000	0.00
200	0	37	16	0.0000	0.00
200	0	37	17	0.1053	0.00
200	0	37	18	0.0000	0.00
200	0	37	19	0.0000	0.00
200	0	37	20	0.1429	0.00
200	0	37	21	0.0000	0.00
200	0	37	22	0.0000	0.00
200	0	37	23	0.1333	0.00
200	0	37	24	0.0000	0.00
200	0	37	25	0.3636	0.00
200	0	37	26	0.1538	0.00
200	0	37	27	0.0000	0.00
200	0	37	28	0.0000	0.00
200	0	38	1	0.0000	0.00
200	0	38	2	0.0000	0.00
200	0	38	3	0.0870	0.00
200	0	38	4	0.0000	0.00
200	0	38	5	0.0000	0.00
