Chunk_size,Chunk_Overlap,Time,Story Number,Question Number,EM,Precision,Recall,F1,Error
300,0.1,4.044521808624268,19,0,0,0.6666666666666666,1.0,0.8,0
300,0.1,3.06831693649292,20,0,0,0,0,0,0
300,0.1,3.282917022705078,21,0,0,0.14285714285714285,0.3333333333333333,0.2,0
300,0.1,3.574875831604004,22,0,0,0,0,0,0
300,0.1,3.186577081680298,23,0,0,0,0,0,0
300,0.1,3.6008989810943604,24,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0
300,0.1,3.5430262088775635,25,0,0,0,0,0,0
300,0.1,8.915618181228638,26,0,0,0.0125,1.0,0.02469135802469136,0
300,0.1,3.7644901275634766,27,0,0,0.1111111111111111,0.5,0.1818181818181818,0
300,0.1,3.391462802886963,28,0,0,0,0,0,0
300,0.1,7.714498043060303,29,0,0,0,0,0,0
300,0.1,2.280181884765625,30,0,0,0,0,0,0
300,0.1,2.8318557739257812,31,0,0,0,0,0,0
300,0.1,3.5411648750305176,32,0,0,0,0,0,0
300,0.1,4.256061792373657,33,0,0,0.3333333333333333,1.0,0.5,0
300,0.1,3.0124049186706543,34,0,0,0,0,0,0
300,0.1,3.433443069458008,35,0,0,0,0,0,0
300,0.1,3.5198519229888916,36,0,0,0.06666666666666667,1.0,0.125,0
300,0.1,3.3291759490966797,37,0,0,0.16666666666666666,0.5,0.25,0
300,0.1,3.309208869934082,38,0,0,0,0,0,0
300,0.1,3.0829548835754395,39,0,0,0,0,0,0
300,0.1,3.583488702774048,40,0,0,0.6666666666666666,0.5,0.5714285714285715,0
300,0.1,3.2510719299316406,41,0,0,0.5,1.0,0.6666666666666666,0
300,0.1,3.773075819015503,42,0,0,0,0,0,0
300,0.1,3.9294180870056152,43,0,0,0,0,0,0
300,0.1,3.4105942249298096,44,0,0,0,0,0,0
300,0.1,2.8313751220703125,45,0,0,0.5,1.0,0.6666666666666666,0
300,0.1,2.6526730060577393,46,0,0,0,0,0,0
300,0.1,3.7533280849456787,47,0,0,0,0,0,0
300,0.1,3.581747055053711,48,0,0,0,0,0,0
300,0.1,3.164565086364746,49,0,0,0.75,0.42857142857142855,0.5454545454545454,0
300,0.1,5.808456897735596,50,0,0,0,0,0,0
300,0.1,5.0497658252716064,51,0,0,0,0,0,0
300,0.1,2.5262200832366943,52,0,0,0,0,0,0
300,0.1,3.117518901824951,53,0,0,0,0,0,0
300,0.1,3.629026174545288,54,0,0,0.14285714285714285,0.5,0.22222222222222224,0
300,0.1,3.6310009956359863,55,0,0,0,0,0,0
300,0.1,7.051453113555908,56,0,0,0,0,0,0
300,0.1,4.021843910217285,57,0,0,0,0,0,0
300,0.1,2.460782051086426,58,0,0,0.6666666666666666,1.0,0.8,0
300,0.1,3.510715961456299,59,0,0,0.6666666666666666,1.0,0.8,0
300,0.1,3.372495174407959,60,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
300,0.1,3.8421008586883545,61,0,0,0,0,0,0
300,0.1,3.3771510124206543,62,0,0,0,0,0,0
300,0.1,3.0417850017547607,63,0,0,0,0,0,0
300,0.1,4.200613260269165,64,0,0,0,0,0,0
300,0.1,3.4572930335998535,65,0,0,0,0,0,0
300,0.1,3.0496459007263184,66,0,0,0,0,0,0
300,0.1,2.9755899906158447,67,0,0,0.1111111111111111,1.0,0.19999999999999998,0
300,0.1,3.9123661518096924,68,0,0,0.5,1.0,0.6666666666666666,0
300,0.1,4.231959104537964,69,0,0,0,0,0,0
300,0.1,3.718775987625122,70,0,1,1.0,1.0,1.0,0
300,0.1,8.399038791656494,71,0,0,0.022988505747126436,1.0,0.0449438202247191,0
300,0.1,3.517021894454956,72,0,0,0,0,0,0
300,0.1,1.8553106784820557,73,0,0,0,0,0,0
300,0.1,5.503158807754517,74,0,0,0,0,0,0
300,0.1,7.862357139587402,75,0,0,0,0,0,0
300,0.1,3.9178738594055176,76,0,0,0,0,0,0
300,0.1,4.1161229610443115,77,0,0,0.5,1.0,0.6666666666666666,0
300,0.1,3.690256118774414,78,0,0,0,0,0,0
300,0.1,4.517843961715698,79,0,0,0.018518518518518517,0.5,0.03571428571428571,0
300,0.1,3.1876890659332275,80,0,0,0,0,0,0
300,0.1,3.7207438945770264,81,0,0,0.2,1.0,0.33333333333333337,0
300,0.1,3.5104739665985107,82,0,1,1.0,1.0,1.0,0
300,0.1,3.2041451930999756,83,0,0,0,0,0,0
300,0.1,3.312268018722534,84,0,0,0,0,0,0
300,0.1,3.3002700805664062,85,0,0,0,0,0,0
300,0.1,8.020811080932617,86,0,0,0.0375,1.0,0.07228915662650602,0
300,0.1,3.332508087158203,87,0,1,1.0,1.0,1.0,0
300,0.1,3.3393709659576416,88,0,0,0,0,0,0
300,0.1,3.870168924331665,89,0,0,0,0,0,0
300,0.1,1.133042812347412,90,0,0,0,0,0,0
300,0.1,8.26267385482788,91,0,0,0,0,0,0
300,0.1,7.193168878555298,92,0,0,0.020202020202020204,1.0,0.03960396039603961,0
300,0.1,2.0211260318756104,93,0,0,0,0,0,0
300,0.1,2.162520170211792,94,0,0,0,0,0,0
300,0.1,4.448685169219971,95,0,0,0,0,0,0
300,0.1,2.7092390060424805,96,0,0,0,0,0,0
300,0.1,3.6361629962921143,97,0,0,0,0,0,0
300,0.1,4.403288125991821,98,0,0,0.08333333333333333,0.5,0.14285714285714285,0
300,0.1,4.003881931304932,99,0,0,0.75,1.0,0.8571428571428571,0
300,0.1,3.702049732208252,100,0,0,0,0,0,0
400,0,4.247250080108643,1,0,0,0,0,0,0
400,0,4.793177843093872,2,0,0,0,0,0,0
400,0,4.1060380935668945,3,0,1,1.0,1.0,1.0,0
400,0,3.598433017730713,4,0,0,0,0,0,0
400,0,3.1892058849334717,5,0,0,0,0,0,0
400,0,3.8886170387268066,6,0,0,0,0,0,0
400,0,3.323085069656372,7,0,1,1.0,1.0,1.0,0
400,0,3.570127248764038,8,0,0,0,0,0,0
400,0,2.5346481800079346,9,0,0,0,0,0,0
400,0,3.3653838634490967,10,0,0,0,0,0,0
400,0,4.160164833068848,11,0,0,0.13636363636363635,1.0,0.24000000000000002,0
400,0,4.6480419635772705,12,0,0,0,0,0,0
400,0,4.520763874053955,13,0,0,0,0,0,0
400,0,3.5234439373016357,14,0,0,0.7777777777777778,0.875,0.823529411764706,0
400,0,3.4667677879333496,15,0,1,1.0,1.0,1.0,0
400,0,3.348917007446289,16,0,0,0,0,0,0
400,0,3.4316601753234863,17,0,0,0.5,1.0,0.6666666666666666,0
400,0,3.2462589740753174,18,0,0,0,0,0,0
400,0,4.404006004333496,19,0,0,0.6666666666666666,1.0,0.8,0
400,0,3.0382871627807617,20,0,0,0,0,0,0
400,0,4.0718889236450195,21,0,0,0,0,0,0
400,0,3.962815999984741,22,0,0,0,0,0,0
400,0,3.4804530143737793,23,0,0,0,0,0,0
400,0,3.909860849380493,24,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0
400,0,8.021332025527954,25,0,0,0,0,0,0
400,0,9.274658203125,26,0,0,0.012345679012345678,1.0,0.024390243902439022,0
400,0,4.050306081771851,27,0,0,0.6666666666666666,1.0,0.8,0
400,0,3.7999660968780518,28,0,0,0,0,0,0
400,0,3.60048508644104,29,0,0,0,0,0,0
400,0,2.213542938232422,30,0,0,0,0,0,0
400,0,3.112643241882324,31,0,0,0,0,0,0
400,0,3.4435040950775146,32,0,0,0,0,0,0
400,0,4.0997889041900635,33,0,0,0,0,0,0
400,0,7.4204559326171875,34,0,0,0,0,0,0
400,0,3.7595930099487305,35,0,0,0,0,0,0
400,0,4.233285903930664,36,0,0,0,0,0,0
400,0,3.4689788818359375,37,0,0,0.16666666666666666,0.5,0.25,0
400,0,4.091477155685425,38,0,0,0.08333333333333333,0.5,0.14285714285714285,0
400,0,2.340311050415039,39,0,0,0,0,0,0
400,0,4.965979099273682,40,0,0,0.16666666666666666,1.0,0.2857142857142857,0
400,0,3.455474853515625,41,0,0,0.5,1.0,0.6666666666666666,0
400,0,3.9220988750457764,42,0,0,0,0,0,0
400,0,3.6298112869262695,43,0,0,0.06666666666666667,0.3333333333333333,0.1111111111111111,0
400,0,4.4976959228515625,44,0,0,0,0,0,0
400,0,3.517399787902832,45,0,0,0.5,1.0,0.6666666666666666,0
400,0,2.780226945877075,46,0,0,0,0,0,0
400,0,3.8687028884887695,47,0,0,0,0,0,0
400,0,4.337334871292114,48,0,0,0,0,0,0
400,0,4.016903877258301,49,0,0,0,0,0,0
400,0,5.9215991497039795,50,0,0,0,0,0,0
400,0,4.676652669906616,51,0,0,0,0,0,0
400,0,2.4220211505889893,52,0,0,0,0,0,0
400,0,7.64974570274353,53,0,0,0,0,0,0
400,0,3.773036003112793,54,0,0,0,0,0,0
400,0,3.625572919845581,55,0,0,0,0,0,0
400,0,3.501791000366211,56,0,0,0,0,0,0
400,0,2.2592051029205322,58,0,0,0.6666666666666666,1.0,0.8,0
400,0,3.800002098083496,59,0,0,0.6666666666666666,1.0,0.8,0
400,0,3.7402100563049316,60,0,0,0,0,0,0
400,0,3.128209114074707,61,0,0,0,0,0,0
400,0,6.126981735229492,62,0,0,0.044444444444444446,0.2,0.07272727272727272,0
400,0,2.44553804397583,63,0,0,0,0,0,0
400,0,3.6289002895355225,64,0,0,0,0,0,0
400,0,3.792388916015625,65,0,0,0,0,0,0
400,0,2.5764920711517334,66,0,0,0,0,0,0
400,0,7.609905958175659,67,0,0,0,0,0,0
400,0,4.6931681632995605,68,0,0,0.09090909090909091,1.0,0.16666666666666669,0
400,0,6.737621068954468,69,0,0,0,0,0,0
400,0,4.196721792221069,70,0,1,1.0,1.0,1.0,0
400,0,9.139681816101074,71,0,0,0.023529411764705882,1.0,0.04597701149425288,0
400,0,8.047770261764526,72,0,0,0.02127659574468085,1.0,0.04166666666666667,0
400,0,1.9889090061187744,73,0,0,0,0,0,0
400,0,4.493878126144409,74,0,0,0,0,0,0
400,0,3.8302831649780273,75,0,0,0.5,0.5,0.5,0
400,0,4.091038942337036,76,0,0,0,0,0,0
400,0,4.895689964294434,77,0,0,0,0,0,0
400,0,3.824388027191162,78,0,0,0,0,0,0
400,0,4.996104001998901,79,0,0,0.0196078431372549,0.5,0.03773584905660377,0
400,0,3.935184955596924,80,0,0,0,0,0,0
400,0,3.862807035446167,81,0,0,0,0,0,0
400,0,3.6265790462493896,82,0,1,1.0,1.0,1.0,0
400,0,3.4734368324279785,83,0,0,0,0,0,0
400,0,3.5447940826416016,84,0,0,0,0,0,0
400,0,3.4028570652008057,85,0,0,0,0,0,0
400,0,8.1874418258667,86,0,0,0.0375,1.0,0.07228915662650602,0
400,0,3.7524430751800537,87,0,1,1.0,1.0,1.0,0
400,0,2.5943057537078857,88,0,0,0,0,0,0
400,0,4.830970048904419,89,0,0,0,0,0,0
400,0,1.261047124862671,90,0,0,0,0,0,0
400,0,8.323784828186035,91,0,0,0,0,0,0
400,0,7.074518203735352,92,0,0,0.020618556701030927,1.0,0.04040404040404041,0
400,0,3.0634729862213135,93,0,0,0,0,0,0
400,0,2.1778721809387207,94,0,0,0,0,0,0
400,0,5.168101787567139,95,0,0,0,0,0,0
400,0,2.8491897583007812,96,0,0,0,0,0,0
400,0,6.006143093109131,97,0,0,0.019230769230769232,1.0,0.03773584905660378,0
400,0,4.906141996383667,98,0,0,0.09090909090909091,0.5,0.15384615384615385,0
400,0,3.5041561126708984,99,0,0,0,0,0,0
400,0,4.406091213226318,100,0,0,0,0,0,0
400,0.1,4.304440975189209,1,0,0,0,0,0,0
400,0.1,4.448552846908569,2,0,0,0,0,0,0
400,0.1,8.5399329662323,3,0,0,0.021739130434782608,1.0,0.042553191489361694,0
400,0.1,3.469341993331909,4,0,0,0,0,0,0
400,0.1,4.746262073516846,5,0,0,0,0,0,0
400,0.1,3.7466139793395996,6,0,0,0,0,0,0
400,0.1,3.3906307220458984,7,0,1,1.0,1.0,1.0,0
400,0.1,4.263932943344116,8,0,0,0,0,0,0
400,0.1,2.6831119060516357,9,0,0,0,0,0,0
400,0.1,2.1600258350372314,10,0,0,0,0,0,0
400,0.1,3.8923308849334717,11,0,0,0,0,0,0
400,0.1,9.548816204071045,12,0,0,0,0,0,0
400,0.1,3.7072949409484863,13,0,0,0,0,0,0
400,0.1,3.6659939289093018,14,0,0,0.7777777777777778,0.875,0.823529411764706,0
400,0.1,3.356982946395874,15,0,1,1.0,1.0,1.0,0
400,0.1,3.52595591545105,16,0,0,0,0,0,0
400,0.1,3.4365758895874023,17,0,0,0.5,1.0,0.6666666666666666,0
400,0.1,3.102468967437744,18,0,0,0.5,1.0,0.6666666666666666,0
400,0.1,4.546065092086792,19,0,0,0.6666666666666666,1.0,0.8,0
400,0.1,3.937864303588867,20,0,0,0,0,0,0
400,0.1,3.8411808013916016,21,0,0,0.14285714285714285,0.3333333333333333,0.2,0
400,0.1,3.8949592113494873,22,0,0,0,0,0,0
400,0.1,3.6661410331726074,23,0,0,0,0,0,0
400,0.1,4.194442987442017,24,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0
400,0.1,8.049860954284668,25,0,0,0,0,0,0
400,0.1,9.401742935180664,26,0,0,0.01282051282051282,1.0,0.02531645569620253,0
400,0.1,4.215764999389648,27,0,0,0.6666666666666666,1.0,0.8,0
400,0.1,3.815858840942383,28,0,0,0,0,0,0
400,0.1,3.485687017440796,29,0,0,0,0,0,0
400,0.1,2.220682144165039,30,0,0,0,0,0,0
400,0.1,3.5660369396209717,31,0,0,0,0,0,0
400,0.1,3.4420039653778076,32,0,0,0,0,0,0
400,0.1,4.06709098815918,33,0,0,0.42857142857142855,1.0,0.6,0
400,0.1,7.437381029129028,34,0,0,0,0,0,0
400,0.1,3.618022918701172,35,0,0,0,0,0,0
400,0.1,4.005523920059204,36,0,0,0.06666666666666667,1.0,0.125,0
400,0.1,3.3296010494232178,37,0,0,0.16666666666666666,0.5,0.25,0
400,0.1,3.7927370071411133,38,0,0,0,0,0,0
400,0.1,2.2111639976501465,39,0,0,0,0,0,0
400,0.1,4.254461288452148,40,0,0,0,0,0,0
400,0.1,3.3113861083984375,41,0,0,0.5,1.0,0.6666666666666666,0
400,0.1,3.838900089263916,42,0,0,0,0,0,0
400,0.1,7.85957407951355,43,0,0,0.02127659574468085,0.6666666666666666,0.041237113402061855,0
400,0.1,4.526771068572998,44,0,0,0,0,0,0
400,0.1,3.872572183609009,45,0,0,0.5,1.0,0.6666666666666666,0
400,0.1,2.648829936981201,46,0,0,0,0,0,0
400,0.1,3.732447862625122,47,0,0,0,0,0,0
400,0.1,4.430652141571045,48,0,0,0,0,0,0
400,0.1,7.517731189727783,49,0,0,0,0,0,0
400,0.1,3.314218044281006,50,0,0,0,0,0,0
400,0.1,4.5552990436553955,51,0,0,0,0,0,0
400,0.1,3.0144999027252197,52,0,0,0,0,0,0
400,0.1,7.81430983543396,53,0,0,0,0,0,0
400,0.1,3.7085301876068115,54,0,0,0,0,0,0
400,0.1,3.4407918453216553,55,0,0,0,0,0,0
400,0.1,5.8653481006622314,56,0,0,0,0,0,0
400,0.1,2.0888209342956543,58,0,0,0.3333333333333333,0.5,0.4,0
400,0.1,3.887036085128784,59,0,0,0.6666666666666666,1.0,0.8,0
400,0.1,3.733947277069092,60,0,0,0,0,0,0
400,0.1,3.1518168449401855,61,0,0,0,0,0,0
400,0.1,3.785072088241577,62,0,0,0,0,0,0
400,0.1,3.2709500789642334,63,0,0,0,0,0,0
400,0.1,3.446402072906494,64,0,0,0,0,0,0
400,0.1,3.8554298877716064,65,0,0,0.25,0.5,0.3333333333333333,0
400,0.1,3.2765307426452637,66,0,0,0,0,0,0
400,0.1,3.1789398193359375,67,0,0,0.1111111111111111,1.0,0.19999999999999998,0
400,0.1,4.469714879989624,68,0,0,0.5,1.0,0.6666666666666666,0
400,0.1,5.379009962081909,69,0,0,0,0,0,0
400,0.1,4.070884704589844,70,0,1,1.0,1.0,1.0,0
400,0.1,9.031473875045776,71,0,0,0.023529411764705882,1.0,0.04597701149425288,0
400,0.1,6.9585418701171875,72,0,0,0.02666666666666667,1.0,0.05194805194805195,0
400,0.1,1.858388900756836,73,0,0,0,0,0,0
400,0.1,6.260974645614624,74,0,0,0,0,0,0
400,0.1,4.112889051437378,75,0,0,0.5,1.0,0.6666666666666666,0
400,0.1,3.927438259124756,76,0,0,0,0,0,0
400,0.1,5.020803689956665,77,0,0,0.07692307692307693,1.0,0.14285714285714288,0
400,0.1,3.9297609329223633,78,0,0,0,0,0,0
400,0.1,3.1444058418273926,79,0,0,0,0,0,0
400,0.1,4.061516046524048,80,0,0,0,0,0,0
400,0.1,7.513662815093994,81,0,0,0,0,0,0
400,0.1,3.5108840465545654,82,0,1,1.0,1.0,1.0,0
400,0.1,7.8917999267578125,83,0,0,0,0,0,0
400,0.1,3.472900152206421,84,0,0,0,0,0,0
400,0.1,3.254279851913452,85,0,0,0,0,0,0
400,0.1,8.028409957885742,86,0,0,0.0375,1.0,0.07228915662650602,0
400,0.1,3.8315980434417725,87,0,1,1.0,1.0,1.0,0
400,0.1,3.272825002670288,88,0,0,0,0,0,0
400,0.1,4.004453182220459,89,0,0,0,0,0,0
400,0.1,1.504079818725586,90,0,0,0,0,0,0
400,0.1,8.288700342178345,91,0,0,0,0,0,0
400,0.1,7.274814128875732,92,0,0,0.019801980198019802,1.0,0.038834951456310676,0
400,0.1,2.80428409576416,93,0,0,0,0,0,0
400,0.1,2.1715078353881836,94,0,0,0,0,0,0
400,0.1,5.372024059295654,95,0,0,0,0,0,0
400,0.1,2.7288832664489746,96,0,0,0,0,0,0
400,0.1,5.991452217102051,97,0,0,0.019230769230769232,1.0,0.03773584905660378,0
400,0.1,5.5935280323028564,98,0,0,0.11764705882352941,1.0,0.21052631578947367,0
400,0.1,3.496347188949585,99,0,0,0,0,0,0
400,0.1,4.680629014968872,100,0,0,0,0,0,0
