Chunk_size,Chunk_Overlap,Dist_Func,Top_N,Time,Story Number,Question Number,EM,Precision,Recall,F1,Error
100,0,cosine,2,4259.079751253128,18,8,0,0.25,0.4,0.3076923076923077,0
100,0,cosine,2,4275.788060903549,19,6,0,1.0,0.5,0.6666666666666666,0
100,0,cosine,2,4285.975209951401,20,2,1,1.0,1.0,1.0,0
100,0,cosine,2,4296.049179315567,20,4,1,1.0,1.0,1.0,0
100,0,cosine,2,4306.087098121643,20,7,0,0,0,0,0
100,0,cosine,2,4316.239603996277,21,1,0,0,0,0,0
100,0,cosine,2,4332.988858222961,32,0,1,0,0,0,0
100,0,cosine,2,4346.134447097778,32,3,0,0,0,0,0
100,0,cosine,2,4362.486627101898,34,0,0,0,0,0,0
100,0,cosine,2,4380.913421154022,37,1,0,0,0,0,0
100,0,cosine,2,4398.228081226349,37,2,0,0,0,0,0
100,0,cosine,2,4416.1398022174835,37,3,0,0.06666666666666667,0.5,0.11764705882352941,0
100,0,cosine,2,4426.197830200195,37,4,0,0,0,0,0
100,0,cosine,2,4443.445966243744,37,5,0,0,0,0,0
100,0,cosine,2,4460.643799066544,37,8,0,0,0,0,0
100,0,cosine,2,4467.414179086685,38,3,0,0,0,0,0
100,0,cosine,2,4477.096708059311,38,8,0,0,0,0,0
100,0,cosine,2,4482.184316158295,39,1,0,0,0,0,0
100,0,cosine,2,4493.149033069611,40,2,0,0,0,0,0
100,0,cosine,2,4510.775302171707,43,2,0,0,0,0,0
100,0,cosine,2,4521.119119167328,43,5,0,0,0,0,0
100,0,cosine,2,4550.642280101776,48,0,0,0.25,1.0,0.4,0
100,0,cosine,2,4567.507500171661,48,1,1,1.0,1.0,1.0,0
100,0,cosine,2,4584.3991322517395,48,2,1,1.0,1.0,1.0,0
100,0,cosine,2,4601.346765041351,48,3,0,0.3333333333333333,1.0,0.5,0
100,0,cosine,2,4618.23494720459,48,4,1,1.0,1.0,1.0,0
100,0,cosine,2,4635.102244138718,48,5,0,1.0,0.25,0.4,0
100,0,cosine,2,4652.234991073608,48,7,0,1.0,0.25,0.4,0
100,0,cosine,2,4682.502735137939,55,7,0,0,0,0,0
100,0,cosine,2,4701.03077507019,57,1,0,0,0,0,0
100,0,cosine,2,4715.956081151962,57,2,1,1.0,1.0,1.0,0
100,0,cosine,2,4734.098603010178,57,4,0,1.0,0.16666666666666666,0.2857142857142857,0
100,0,cosine,2,4752.279279232025,57,5,0,0,0,0,0
100,0,cosine,2,4768.788146018982,57,7,0,0,0,0,0
100,0,cosine,2,4783.825603246689,57,8,1,1.0,1.0,1.0,0
100,0,cosine,2,4789.827374219894,58,0,1,1.0,1.0,1.0,0
100,0,cosine,2,4806.653361320496,59,1,0,0,0,0,0
100,0,cosine,2,4816.802526950836,59,2,0,0,0,0,0
100,0,cosine,2,4823.823911905289,59,3,0,0,0,0,0
100,0,cosine,2,4837.6631281375885,59,6,0,0,0,0,0
100,0,cosine,2,4852.909063339233,60,0,0,0.5,1.0,0.6666666666666666,0
100,0,cosine,2,4868.518862247467,60,3,0,0.7058823529411765,1.0,0.8275862068965517,0
100,0,cosine,2,4885.185023069382,63,5,0,0,0,0,0
100,0,cosine,2,4902.7180280685425,65,2,0,0,0,0,0
100,0,cosine,2,4919.657183170319,65,5,0,0,0,0,0
100,0,cosine,2,4934.761224985123,65,7,0,0,0,0,0
100,0,cosine,2,4954.527484178543,69,0,1,1.0,1.0,1.0,0
100,0,cosine,2,4972.971930265427,69,1,0,0.3333333333333333,1.0,0.5,0
100,0,cosine,2,4991.5533492565155,69,7,0,0.5,0.5,0.5,0
100,0,cosine,2,4996.814145088196,70,3,0,0,0,0,0
100,0,cosine,2,5011.98770904541,72,1,1,1.0,1.0,1.0,0
100,0,cosine,2,5026.710203170776,72,5,0,0,0,0,0
100,0,cosine,2,5041.339945077896,72,7,1,1.0,1.0,1.0,0
100,0,cosine,2,5058.578597307205,73,1,1,1.0,1.0,1.0,0
100,0,cosine,2,5074.026673316956,73,8,0,0,0,0,0
100,0,cosine,2,5086.124485254288,74,0,0,0,0,0,0
100,0,cosine,2,5098.397923231125,74,3,0,0,0,0,0
100,0,cosine,2,5110.565049171448,74,6,0,0,0,0,0
100,0,cosine,2,5122.506586313248,74,8,0,0,0,0,0
100,0,cosine,2,5137.539304971695,76,3,0,0,0,0,0
100,0,cosine,2,5152.173618078232,76,4,1,1.0,1.0,1.0,0
100,0,cosine,2,5165.851269245148,78,1,0,0.5,0.5,0.5,0
100,0,cosine,2,5173.22206902504,80,5,0,0,0,0,0
100,0,cosine,2,5186.558140277863,84,8,0,0,0,0,0
100,0,cosine,2,5202.495398283005,86,2,1,1.0,1.0,1.0,0
100,0,cosine,2,5217.783270120621,86,6,1,1.0,1.0,1.0,0
100,0,cosine,2,5233.110476016998,86,8,1,1.0,1.0,1.0,0
100,0,cosine,2,5250.451521158218,87,0,0,0,0,0,0
100,0,cosine,2,5264.980534076691,88,3,0,0,0,0,0
100,0,cosine,2,5275.301035165787,89,3,0,0,0,0,0
100,0,cosine,2,5288.813100099564,90,0,1,1.0,1.0,1.0,0
100,0,cosine,2,5295.3178062438965,90,2,0,0,0,0,0
100,0,cosine,2,5308.527805089951,90,3,0,0,0,0,0
100,0,cosine,2,5321.845565080643,90,4,0,1.0,1.0,1.0,0
100,0,cosine,2,5329.625023126602,90,6,0,0,0,0,0
100,0,cosine,2,5342.832199335098,90,7,0,0,0,0,0
100,0,cosine,2,5353.041670322418,91,7,0,0,0,0,0
100,0,cosine,2,5372.08301115036,93,0,0,0,0,0,0
100,0,cosine,2,5390.71982216835,93,2,1,1.0,1.0,1.0,0
100,0,cosine,2,5409.352174043655,93,5,0,0,0,0,0
100,0,cosine,2,5427.977882146835,93,6,0,0,0,0,0
100,0,cosine,2,5446.634390115738,93,9,0,1.0,0.3333333333333333,0.5,0
100,0,cosine,2,5465.435692071915,93,15,0,1.0,1.0,1.0,0
100,0,cosine,2,5484.065859079361,93,18,1,1.0,1.0,1.0,0
100,0,cosine,2,5502.687957048416,93,20,1,1.0,1.0,1.0,0
100,0,cosine,2,5521.369518280029,93,22,0,0,0,0,0
100,0,cosine,2,5540.069976091385,93,24,0,0,0,0,0
100,0,cosine,2,5558.947297096252,93,27,0,1.0,1.0,1.0,0
100,0,cosine,2,5569.112123250961,93,28,0,0,0,0,0
100,0,cosine,2,5582.730679035187,94,8,0,0,0,0,0
100,0,cosine,2,5599.004431247711,96,1,1,1.0,1.0,1.0,0
100,0,cosine,2,5615.142665147781,96,2,0,0.125,1.0,0.2222222222222222,0
100,0,cosine,2,5631.041755199432,96,3,1,1.0,1.0,1.0,0
100,0,cosine,2,5647.025229215622,96,6,1,1.0,1.0,1.0,0
100,0,cosine,2,5660.66585111618,97,0,0,1.0,0.6666666666666666,0.8,0
